SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-57.833	-57.791	-57.763	-57.792	-57.760	-57.828	-57.761	-57.760	-57.797	-57.798	-57.760	-57.831	-57.729	-57.763	-57.798	-57.730	-57.724	-57.795	-57.759	-57.730	-57.832	-57.832	-57.798	-57.760	-57.692	-57.833	-57.730	-57.827	-57.764	-57.833	-57.864	-57.833	-57.895	-57.821	-57.932	-57.929	-57.859	-57.930	-57.929	-57.893	-58.033	-57.895	-57.859	-57.895	-57.933	-57.860	-58.004	-57.861	-57.929	-57.859	-57.965	-57.825	-58.000	-57.861	-57.969	-57.860	-57.823	-57.861	-57.897	-57.856	-57.898	-57.790	-57.931	-57.895	224.694	224.678	224.747	224.731	224.712	224.713	224.746	224.729	224.780	224.711	224.712	224.695	224.764	224.711	224.765	224.728	224.765	224.695	224.765	224.710	224.746	224.677	224.747	224.712	224.728	224.677	224.745	224.678	224.730	224.642	224.697	224.694	2016_7_15_16_01_26
F2LS3A8AGRXL____	-57.949	-57.843	-57.878	-57.844	-57.843	-57.913	-57.874	-57.843	-57.912	-57.912	-57.843	-57.946	-57.844	-57.808	-57.914	-57.846	-57.805	-57.911	-57.844	-57.844	-57.948	-57.919	-57.913	-57.874	-57.806	-57.947	-57.846	-57.880	-57.878	-57.945	-57.915	-57.949	-57.883	-57.812	-57.916	-57.918	-57.847	-57.918	-57.916	-57.881	-57.987	-57.883	-57.847	-57.881	-57.917	-57.809	-57.988	-57.846	-57.917	-57.846	-57.954	-57.811	-57.913	-57.883	-57.919	-57.847	-57.773	-57.847	-57.883	-57.811	-57.884	-57.776	-57.919	-57.883	224.630	224.648	224.682	224.699	224.665	224.666	224.684	224.682	224.700	224.648	224.665	224.630	224.699	224.663	224.700	224.663	224.718	224.631	224.717	224.647	224.645	224.645	224.666	224.650	224.646	224.614	224.681	224.629	224.666	224.579	224.665	224.630	2016_7_15_16_01_29
F2LS3BDVGRXL____	-58.082	-58.010	-57.980	-58.012	-58.010	-58.048	-58.012	-58.010	-58.047	-58.047	-58.010	-58.050	-57.976	-58.010	-58.048	-57.977	-57.942	-58.013	-58.011	-57.978	-58.051	-58.083	-58.047	-58.009	-57.942	-58.080	-57.977	-58.046	-57.981	-58.080	-58.080	-58.082	-57.973	-57.903	-58.006	-58.007	-57.938	-58.006	-58.008	-57.972	-58.077	-57.973	-57.938	-57.973	-58.008	-57.936	-58.080	-57.936	-58.005	-57.939	-58.039	-57.901	-58.041	-57.937	-58.045	-57.971	-57.900	-57.969	-57.973	-57.937	-57.971	-57.866	-58.005	-57.973	224.609	224.610	224.676	224.660	224.627	224.642	224.661	224.644	224.678	224.627	224.627	224.625	224.679	224.626	224.679	224.643	224.694	224.626	224.677	224.625	224.658	224.591	224.662	224.644	224.642	224.608	224.661	224.609	224.658	224.557	224.626	224.609	2016_7_15_16_01_32
F2LS3EKPHFM2____	-57.855	-57.815	-57.784	-57.850	-57.850	-57.888	-57.848	-57.851	-57.853	-57.852	-57.850	-57.887	-57.751	-57.784	-57.887	-57.751	-57.744	-57.850	-57.850	-57.751	-57.924	-57.887	-57.853	-57.848	-57.746	-57.888	-57.752	-57.852	-57.783	-57.886	-57.887	-57.855	-57.947	-57.875	-57.980	-57.981	-57.912	-57.981	-57.980	-57.946	-58.050	-57.945	-57.912	-57.947	-57.946	-57.876	-58.050	-57.875	-57.980	-57.879	-58.015	-57.842	-58.014	-57.912	-58.017	-57.909	-57.841	-57.910	-57.945	-57.911	-57.946	-57.841	-57.982	-57.947	225.383	225.367	225.435	225.402	225.368	225.383	225.402	225.384	225.434	225.383	225.368	225.366	225.434	225.382	225.418	225.399	225.454	225.351	225.418	225.382	225.381	225.349	225.418	225.367	225.384	225.348	225.433	225.366	225.418	225.314	225.384	225.383	2016_7_15_16_01_35
F2LS3HFBHFM5____	-57.705	-57.636	-57.638	-57.636	-57.634	-57.702	-57.666	-57.635	-57.701	-57.670	-57.634	-57.734	-57.602	-57.639	-57.672	-57.604	-57.599	-57.667	-57.667	-57.604	-57.735	-57.705	-57.672	-57.668	-57.568	-57.735	-57.604	-57.703	-57.637	-57.706	-57.705	-57.705	-57.960	-57.891	-57.995	-57.993	-57.924	-57.993	-57.994	-57.956	-58.060	-57.961	-57.924	-57.957	-57.994	-57.923	-58.065	-57.922	-57.993	-57.924	-58.027	-57.888	-58.024	-57.924	-58.030	-57.924	-57.885	-57.925	-57.959	-57.923	-57.960	-57.856	-57.992	-57.960	225.463	225.463	225.514	225.514	225.481	225.481	225.500	225.496	225.515	225.481	225.481	225.447	225.532	225.478	225.532	225.495	225.533	225.465	225.515	225.478	225.480	225.446	225.514	225.464	225.494	225.431	225.513	225.446	225.497	225.412	225.479	225.463	2016_7_15_16_01_39
F2LS3HQHHFM5____	-57.857	-57.816	-57.785	-57.816	-57.816	-57.852	-57.815	-57.816	-57.854	-57.820	-57.816	-57.888	-57.751	-57.786	-57.821	-57.750	-57.746	-57.853	-57.814	-57.750	-57.889	-57.856	-57.821	-57.816	-57.747	-57.857	-57.752	-57.852	-57.785	-57.856	-57.887	-57.857	-57.951	-57.881	-57.984	-57.986	-57.916	-57.986	-57.987	-57.949	-58.056	-57.951	-57.916	-57.953	-57.983	-57.915	-58.056	-57.914	-57.984	-57.917	-58.019	-57.846	-58.019	-57.918	-58.020	-57.916	-57.879	-57.916	-57.949	-57.917	-57.950	-57.848	-57.986	-57.951	224.710	224.695	224.761	224.747	224.713	224.729	224.748	224.729	224.763	224.728	224.713	224.695	224.778	224.727	224.779	224.744	224.781	224.695	224.764	224.711	224.727	224.694	224.762	224.713	224.728	224.692	224.761	224.695	224.745	224.659	224.712	224.710	2016_7_15_16_01_42
F2LS3HFRHFM5____	-57.825	-57.753	-57.756	-57.754	-57.753	-57.791	-57.754	-57.753	-57.792	-57.791	-57.753	-57.827	-57.722	-57.758	-57.792	-57.723	-57.683	-57.792	-57.754	-57.722	-57.829	-57.826	-57.792	-57.754	-57.685	-57.825	-57.722	-57.790	-57.755	-57.826	-57.826	-57.825	-57.883	-57.812	-57.918	-57.916	-57.848	-57.919	-57.957	-57.880	-57.990	-57.922	-57.848	-57.919	-57.919	-57.848	-57.992	-57.848	-57.918	-57.847	-57.952	-57.812	-57.951	-57.850	-57.958	-57.848	-57.806	-57.848	-57.883	-57.847	-57.883	-57.778	-57.919	-57.883	225.366	225.366	225.418	225.417	225.384	225.400	225.437	225.400	225.435	225.402	225.384	225.383	225.435	225.382	225.436	225.399	225.453	225.364	225.435	225.381	225.397	225.349	225.419	225.384	225.397	225.349	225.417	225.365	225.401	225.313	225.383	225.366	2016_7_15_16_01_45
F2LS3HZVHFM5____	-57.831	-57.786	-57.758	-57.757	-57.789	-57.793	-57.757	-57.757	-57.830	-57.824	-57.789	-57.832	-57.725	-57.760	-57.794	-57.727	-57.718	-57.829	-57.757	-57.726	-57.865	-57.860	-57.826	-57.757	-57.718	-57.861	-57.725	-57.791	-57.759	-57.829	-57.860	-57.831	-58.028	-57.958	-58.063	-58.063	-57.994	-58.063	-58.064	-58.028	-58.135	-58.026	-57.994	-58.026	-58.064	-57.993	-58.137	-57.993	-58.062	-57.993	-58.097	-57.957	-58.097	-57.993	-58.101	-57.995	-57.954	-57.990	-58.028	-57.993	-58.028	-57.924	-58.062	-58.028	224.760	224.748	224.813	224.814	224.764	224.796	224.815	224.797	224.813	224.763	224.764	224.759	224.831	224.778	224.832	224.795	224.833	224.744	224.831	224.777	224.778	224.729	224.799	224.781	224.780	224.727	224.813	224.763	224.796	224.710	224.763	224.760	2016_7_15_16_01_48
F2LS3JESHFM5____	-57.874	-57.799	-57.767	-57.764	-57.800	-57.838	-57.800	-57.800	-57.839	-57.836	-57.800	-57.873	-57.736	-57.804	-57.873	-57.736	-57.730	-57.837	-57.798	-57.735	-57.875	-57.874	-57.804	-57.798	-57.694	-57.872	-57.736	-57.834	-57.766	-57.873	-57.871	-57.874	-57.801	-57.702	-57.850	-57.848	-57.784	-57.886	-57.850	-57.815	-57.912	-57.801	-57.784	-57.805	-57.852	-57.768	-57.920	-57.738	-57.853	-57.769	-57.884	-57.703	-57.872	-57.815	-57.887	-57.783	-57.697	-57.765	-57.817	-57.734	-57.720	-57.745	-57.892	-57.801	225.301	225.289	225.378	225.378	225.329	225.361	225.362	225.344	225.373	225.319	225.329	225.303	225.394	225.319	225.360	225.338	225.398	225.303	225.380	225.321	225.336	225.308	225.378	225.330	225.339	225.284	225.377	225.288	225.314	225.274	225.348	225.301	2016_7_15_16_01_51
F2LS3KLTHFM5____	-58.027	-58.034	-57.957	-57.993	-57.960	-57.991	-57.990	-57.992	-57.994	-58.029	-57.960	-58.029	-57.962	-57.956	-58.031	-57.923	-57.848	-58.031	-57.992	-57.921	-58.029	-58.063	-58.032	-57.989	-57.919	-58.063	-57.925	-58.025	-57.956	-58.063	-58.061	-58.027	-57.901	-57.829	-57.939	-57.969	-57.952	-57.972	-57.935	-57.934	-58.046	-57.902	-57.952	-57.902	-57.939	-57.869	-58.008	-57.868	-57.938	-57.868	-57.972	-57.831	-57.971	-57.868	-57.974	-57.866	-57.828	-57.900	-57.904	-57.865	-57.904	-57.831	-57.972	-57.901	225.275	225.236	225.329	225.325	225.333	225.327	225.310	225.308	225.363	225.275	225.333	225.275	225.326	225.294	225.326	225.310	225.382	225.256	225.327	225.293	225.308	225.241	225.309	225.276	225.292	225.256	225.326	225.258	225.311	225.222	225.293	225.275	2016_7_15_16_01_54
F2LS3MG9HFM5____	-58.006	-57.930	-57.902	-57.931	-57.931	-57.967	-57.899	-57.931	-57.973	-57.971	-57.931	-58.008	-57.900	-57.935	-57.968	-57.902	-57.829	-57.939	-57.900	-57.902	-58.008	-57.975	-57.970	-57.899	-57.830	-57.974	-57.901	-57.966	-57.934	-58.004	-58.000	-58.006	-57.889	-57.818	-57.923	-57.924	-57.856	-57.923	-57.926	-57.891	-57.996	-57.889	-57.856	-57.891	-57.925	-57.855	-57.996	-57.855	-57.925	-57.855	-57.957	-57.822	-57.959	-57.857	-57.962	-57.858	-57.817	-57.854	-57.891	-57.853	-57.890	-57.819	-57.923	-57.889	225.279	225.282	225.348	225.334	225.300	225.316	225.350	225.317	225.348	225.297	225.300	225.280	225.349	225.297	225.351	225.314	225.385	225.295	225.365	225.298	225.313	225.279	225.333	225.317	225.331	225.278	225.332	225.281	225.315	225.246	225.299	225.279	2016_7_15_16_01_56
F2LS3SMLHFM5____	-58.017	-57.948	-57.919	-57.947	-57.946	-57.982	-57.912	-57.916	-57.983	-57.982	-57.946	-58.016	-57.884	-57.948	-58.027	-57.912	-57.844	-57.982	-57.947	-57.920	-58.018	-58.018	-57.982	-57.944	-57.883	-57.988	-57.912	-57.951	-57.947	-57.989	-58.017	-58.017	-58.041	-58.011	-58.075	-58.113	-58.006	-58.112	-58.075	-58.078	-58.183	-58.041	-58.006	-58.041	-58.074	-58.043	-58.195	-58.005	-58.073	-58.008	-58.110	-58.025	-58.108	-58.044	-58.110	-58.005	-58.021	-58.007	-58.041	-58.043	-58.043	-57.936	-58.114	-58.041	225.349	225.368	225.414	225.419	225.367	225.402	225.417	225.417	225.436	225.366	225.367	225.349	225.431	225.384	225.419	225.383	225.450	225.350	225.418	225.389	225.381	225.350	225.400	225.367	225.406	225.346	225.401	225.382	225.384	225.311	225.385	225.349	2016_7_15_16_02_00
F2LS3TKDHFM5____	-58.016	-57.941	-57.943	-57.941	-57.940	-57.978	-57.940	-57.941	-57.987	-57.981	-57.940	-58.021	-57.910	-57.944	-57.981	-57.911	-57.869	-57.984	-57.940	-57.911	-58.023	-58.017	-57.982	-57.910	-57.872	-58.017	-57.910	-57.977	-57.943	-58.015	-58.011	-58.016	-58.133	-58.029	-58.137	-58.136	-58.067	-58.137	-58.137	-58.100	-58.208	-58.103	-58.067	-58.133	-58.137	-58.066	-58.210	-58.067	-58.136	-58.067	-58.171	-58.031	-58.172	-58.069	-58.176	-58.068	-58.029	-58.096	-58.102	-58.065	-58.102	-57.996	-58.137	-58.133	225.395	225.381	225.433	225.433	225.400	225.415	225.434	225.416	225.446	225.397	225.400	225.392	225.449	225.398	225.450	225.414	225.469	225.378	225.451	225.397	225.411	225.363	225.433	225.415	225.415	225.376	225.432	225.381	225.415	225.328	225.399	225.395	2016_7_15_16_02_03
F2LS30UNGRX8____	-58.099	-58.024	-58.027	-58.024	-58.023	-58.059	-58.024	-58.024	-58.064	-58.064	-58.023	-58.097	-57.993	-58.028	-58.064	-57.994	-57.954	-58.061	-58.057	-57.994	-58.100	-58.099	-58.064	-58.023	-57.987	-58.097	-57.994	-58.060	-58.028	-58.097	-58.095	-58.099	-57.946	-57.842	-57.985	-57.948	-57.877	-57.981	-57.980	-57.913	-58.016	-57.945	-57.877	-57.945	-57.984	-57.911	-58.017	-57.876	-57.981	-57.909	-57.982	-57.841	-57.979	-57.911	-58.018	-57.912	-57.837	-57.909	-57.913	-57.910	-57.950	-57.840	-57.982	-57.946	224.588	224.573	224.642	224.625	224.591	224.624	224.641	224.608	224.639	224.604	224.591	224.588	224.659	224.605	224.640	224.605	224.676	224.588	224.626	224.587	224.603	224.570	224.640	224.608	224.589	224.570	224.623	224.589	224.624	224.536	224.607	224.588	2016_7_15_16_02_05
F2LS35BZHFM1____	-57.819	-57.748	-57.750	-57.749	-57.747	-57.784	-57.748	-57.749	-57.780	-57.784	-57.747	-57.815	-57.716	-57.749	-57.786	-57.716	-57.679	-57.780	-57.781	-57.717	-57.816	-57.819	-57.785	-57.746	-57.680	-57.819	-57.715	-57.783	-57.750	-57.819	-57.818	-57.819	-58.028	-57.960	-58.063	-58.064	-57.995	-58.066	-58.065	-58.029	-58.130	-58.030	-57.995	-58.028	-58.099	-57.959	-58.133	-57.958	-58.062	-57.996	-58.097	-57.923	-58.096	-57.993	-58.099	-57.995	-57.922	-57.994	-58.028	-57.995	-58.030	-57.924	-58.065	-58.028	225.440	225.442	225.492	225.493	225.460	225.476	225.494	225.476	225.510	225.458	225.460	225.442	225.527	225.441	225.509	225.457	225.527	225.444	225.493	225.439	225.476	225.423	225.492	225.460	225.457	225.424	225.492	225.442	225.476	225.389	225.460	225.440	2016_7_15_16_02_08
F2LS38TUGRXL____	-57.840	-57.764	-57.769	-57.764	-57.763	-57.834	-57.798	-57.797	-57.802	-57.803	-57.763	-57.872	-57.735	-57.768	-57.805	-57.735	-57.729	-57.801	-57.764	-57.734	-57.836	-57.837	-57.805	-57.795	-57.695	-57.869	-57.736	-57.799	-57.765	-57.869	-57.869	-57.840	-58.079	-57.972	-58.114	-58.077	-58.007	-58.080	-58.114	-58.042	-58.149	-58.045	-58.007	-58.079	-58.081	-58.009	-58.152	-58.009	-58.111	-58.006	-58.111	-57.973	-58.146	-58.010	-58.118	-58.010	-57.969	-58.041	-58.046	-58.007	-58.079	-57.970	-58.079	-58.079	225.455	225.440	225.508	225.492	225.458	225.459	225.493	225.458	225.508	225.457	225.458	225.439	225.509	225.456	225.508	225.472	225.526	225.438	225.509	225.455	225.490	225.423	225.492	225.443	225.473	225.422	225.490	225.440	225.492	225.387	225.441	225.455	2016_7_15_16_02_11
F2LS38VQGRXL____	-57.885	-57.809	-57.813	-57.811	-57.809	-57.848	-57.811	-57.811	-57.850	-57.849	-57.809	-57.884	-57.780	-57.814	-57.849	-57.747	-57.741	-57.849	-57.810	-57.780	-57.884	-57.851	-57.851	-57.810	-57.742	-57.884	-57.780	-57.845	-57.813	-57.849	-57.883	-57.885	-57.898	-57.828	-57.933	-57.935	-57.863	-57.934	-57.934	-57.897	-58.002	-57.898	-57.863	-57.897	-57.936	-57.864	-58.004	-57.864	-57.933	-57.862	-57.969	-57.828	-57.997	-57.896	-57.932	-57.862	-57.826	-57.894	-57.899	-57.863	-57.900	-57.793	-57.933	-57.898	224.669	224.673	224.723	224.724	224.690	224.706	224.724	224.706	224.738	224.687	224.690	224.669	224.740	224.688	224.740	224.721	224.758	224.670	224.741	224.687	224.719	224.685	224.703	224.689	224.705	224.668	224.722	224.672	224.706	224.636	224.687	224.669	2016_7_15_16_02_13
F2LS39Q6GRXL____	-57.938	-57.866	-57.868	-57.869	-57.837	-57.904	-57.869	-57.869	-57.903	-57.875	-57.837	-57.906	-57.835	-57.869	-57.905	-57.836	-57.799	-57.905	-57.868	-57.836	-57.938	-57.938	-57.903	-57.868	-57.767	-57.938	-57.836	-57.901	-57.840	-57.936	-57.938	-57.938	-58.017	-57.947	-58.053	-58.051	-57.983	-58.052	-58.051	-58.017	-58.123	-58.017	-57.983	-58.016	-58.053	-57.982	-58.123	-57.979	-58.052	-57.948	-58.085	-57.945	-58.085	-57.983	-58.089	-57.983	-57.913	-57.950	-57.987	-57.980	-58.019	-57.912	-58.052	-58.017	224.702	224.703	224.754	224.753	224.735	224.736	224.753	224.736	224.771	224.733	224.735	224.718	224.771	224.719	224.771	224.734	224.788	224.685	224.770	224.717	224.735	224.685	224.755	224.720	224.735	224.669	224.738	224.702	224.751	224.651	224.719	224.702	2016_7_15_16_02_16
F2LS339XHFM1____	-57.731	-57.721	-57.660	-57.722	-57.720	-57.758	-57.722	-57.722	-57.759	-57.696	-57.720	-57.763	-57.660	-57.661	-57.759	-57.660	-57.653	-57.727	-57.721	-57.689	-57.794	-57.764	-57.730	-57.691	-57.652	-57.763	-57.661	-57.756	-57.722	-57.792	-57.760	-57.731	-57.898	-57.829	-57.932	-57.934	-57.863	-57.935	-57.933	-57.898	-58.001	-57.898	-57.863	-57.896	-57.934	-57.862	-58.003	-57.861	-57.932	-57.863	-57.968	-57.826	-57.964	-57.863	-57.971	-57.866	-57.824	-57.866	-57.898	-57.864	-57.899	-57.793	-57.935	-57.898	225.420	225.391	225.472	225.442	225.408	225.425	225.442	225.424	225.457	225.438	225.408	225.403	225.473	225.437	225.458	225.437	225.476	225.405	225.459	225.405	225.421	225.386	225.456	225.424	225.422	225.388	225.455	225.391	225.425	225.338	225.424	225.420	2016_7_15_16_02_19
F2LS3957GRXL____	-58.155	-58.082	-58.085	-58.085	-58.083	-58.119	-58.078	-58.083	-58.089	-58.088	-58.083	-58.124	-58.054	-58.087	-58.089	-58.054	-58.009	-58.087	-58.082	-58.054	-58.126	-58.122	-58.090	-58.113	-58.012	-58.122	-58.054	-58.117	-58.085	-58.155	-58.152	-58.155	-57.891	-57.823	-57.923	-57.927	-57.859	-57.927	-57.928	-57.893	-57.996	-57.889	-57.859	-57.892	-57.924	-57.852	-57.995	-57.854	-57.926	-57.856	-57.962	-57.818	-57.960	-57.856	-57.961	-57.858	-57.824	-57.855	-57.889	-57.856	-57.888	-57.784	-57.930	-57.891	224.533	224.535	224.583	224.585	224.552	224.568	224.589	224.569	224.617	224.565	224.552	224.548	224.599	224.547	224.617	224.564	224.622	224.549	224.603	224.546	224.581	224.531	224.600	224.537	224.570	224.531	224.582	224.534	224.565	224.480	224.553	224.533	2016_7_15_16_02_21
